Filepath,Bird-Species
data\spectrogram_dataset\test\Rustic-Bunting\Rustic-Bunting-0.png,Rustic-Bunting
data\spectrogram_dataset\test\Rustic-Bunting\Rustic-Bunting-1.png,Rustic-Bunting
data\spectrogram_dataset\test\Rustic-Bunting\Rustic-Bunting-10.png,Rustic-Bunting
data\spectrogram_dataset\test\Rustic-Bunting\Rustic-Bunting-11.png,Rustic-Bunting
data\spectrogram_dataset\test\Rustic-Bunting\Rustic-Bunting-12.png,Rustic-Bunting
data\spectrogram_dataset\test\Rustic-Bunting\Rustic-Bunting-13.png,Rustic-Bunting
data\spectrogram_dataset\test\Rustic-Bunting\Rustic-Bunting-14.png,Rustic-Bunting
data\spectrogram_dataset\test\Rustic-Bunting\Rustic-Bunting-15.png,Rustic-Bunting
data\spectrogram_dataset\test\Rustic-Bunting\Rustic-Bunting-16.png,Rustic-Bunting
data\spectrogram_dataset\test\Rustic-Bunting\Rustic-Bunting-17.png,Rustic-Bunting
data\spectrogram_dataset\test\Rustic-Bunting\Rustic-Bunting-18.png,Rustic-Bunting
data\spectrogram_dataset\test\Rustic-Bunting\Rustic-Bunting-19.png,Rustic-Bunting
data\spectrogram_dataset\test\Rustic-Bunting\Rustic-Bunting-2.png,Rustic-Bunting
data\spectrogram_dataset\test\Rustic-Bunting\Rustic-Bunting-20.png,Rustic-Bunting
data\spectrogram_dataset\test\Rustic-Bunting\Rustic-Bunting-21.png,Rustic-Bunting
data\spectrogram_dataset\test\Rustic-Bunting\Rustic-Bunting-22.png,Rustic-Bunting
data\spectrogram_dataset\test\Rustic-Bunting\Rustic-Bunting-23.png,Rustic-Bunting
data\spectrogram_dataset\test\Rustic-Bunting\Rustic-Bunting-24.png,Rustic-Bunting
data\spectrogram_dataset\test\Rustic-Bunting\Rustic-Bunting-25.png,Rustic-Bunting
data\spectrogram_dataset\test\Rustic-Bunting\Rustic-Bunting-26.png,Rustic-Bunting
data\spectrogram_dataset\test\Rustic-Bunting\Rustic-Bunting-27.png,Rustic-Bunting
data\spectrogram_dataset\test\Rustic-Bunting\Rustic-Bunting-28.png,Rustic-Bunting
data\spectrogram_dataset\test\Rustic-Bunting\Rustic-Bunting-29.png,Rustic-Bunting
data\spectrogram_dataset\test\Rustic-Bunting\Rustic-Bunting-3.png,Rustic-Bunting
data\spectrogram_dataset\test\Rustic-Bunting\Rustic-Bunting-30.png,Rustic-Bunting
data\spectrogram_dataset\test\Rustic-Bunting\Rustic-Bunting-4.png,Rustic-Bunting
data\spectrogram_dataset\test\Rustic-Bunting\Rustic-Bunting-5.png,Rustic-Bunting
data\spectrogram_dataset\test\Rustic-Bunting\Rustic-Bunting-6.png,Rustic-Bunting
data\spectrogram_dataset\test\Rustic-Bunting\Rustic-Bunting-7.png,Rustic-Bunting
data\spectrogram_dataset\test\Rustic-Bunting\Rustic-Bunting-8.png,Rustic-Bunting
data\spectrogram_dataset\test\Rustic-Bunting\Rustic-Bunting-9.png,Rustic-Bunting
data\spectrogram_dataset\test\Saker-Falcon\Saker-Falcon-0.png,Saker-Falcon
data\spectrogram_dataset\test\Saker-Falcon\Saker-Falcon-1.png,Saker-Falcon
data\spectrogram_dataset\test\Saker-Falcon\Saker-Falcon-2.png,Saker-Falcon
data\spectrogram_dataset\test\Saker-Falcon\Saker-Falcon-3.png,Saker-Falcon
data\spectrogram_dataset\test\Sarus-Crane\Sarus-Crane-0.png,Sarus-Crane
data\spectrogram_dataset\test\Sarus-Crane\Sarus-Crane-1.png,Sarus-Crane
data\spectrogram_dataset\test\Sarus-Crane\Sarus-Crane-2.png,Sarus-Crane
data\spectrogram_dataset\test\Sarus-Crane\Sarus-Crane-3.png,Sarus-Crane
data\spectrogram_dataset\test\Sarus-Crane\Sarus-Crane-4.png,Sarus-Crane
data\spectrogram_dataset\test\Sarus-Crane\Sarus-Crane-5.png,Sarus-Crane
data\spectrogram_dataset\test\Sarus-Crane\Sarus-Crane-6.png,Sarus-Crane
data\spectrogram_dataset\test\Sarus-Crane\Sarus-Crane-7.png,Sarus-Crane
data\spectrogram_dataset\test\Sarus-Crane\Sarus-Crane-8.png,Sarus-Crane
data\spectrogram_dataset\test\Satyr-Tragopan\Satyr-Tragopan-0.png,Satyr-Tragopan
data\spectrogram_dataset\test\Satyr-Tragopan\Satyr-Tragopan-1.png,Satyr-Tragopan
data\spectrogram_dataset\test\Satyr-Tragopan\Satyr-Tragopan-2.png,Satyr-Tragopan
data\spectrogram_dataset\test\Satyr-Tragopan\Satyr-Tragopan-3.png,Satyr-Tragopan
data\spectrogram_dataset\test\Slender-billed-Babbler\Slender-billed-Babbler-0.png,Slender-billed-Babbler
data\spectrogram_dataset\test\Slender-billed-Babbler\Slender-billed-Babbler-1.png,Slender-billed-Babbler
data\spectrogram_dataset\test\Slender-billed-Babbler\Slender-billed-Babbler-2.png,Slender-billed-Babbler
data\spectrogram_dataset\test\Slender-billed-Babbler\Slender-billed-Babbler-3.png,Slender-billed-Babbler
data\spectrogram_dataset\test\Slender-billed-Babbler\Slender-billed-Babbler-4.png,Slender-billed-Babbler
data\spectrogram_dataset\test\Spiny-Babbler\Spiny-Babbler-0.png,Spiny-Babbler
data\spectrogram_dataset\test\Spiny-Babbler\Spiny-Babbler-1.png,Spiny-Babbler
data\spectrogram_dataset\test\Spiny-Babbler\Spiny-Babbler-2.png,Spiny-Babbler
data\spectrogram_dataset\test\Spiny-Babbler\Spiny-Babbler-3.png,Spiny-Babbler
data\spectrogram_dataset\test\Spiny-Babbler\Spiny-Babbler-4.png,Spiny-Babbler
data\spectrogram_dataset\test\Spiny-Babbler\Spiny-Babbler-5.png,Spiny-Babbler
data\spectrogram_dataset\test\Spiny-Babbler\Spiny-Babbler-6.png,Spiny-Babbler
data\spectrogram_dataset\test\Spiny-Babbler\Spiny-Babbler-7.png,Spiny-Babbler
data\spectrogram_dataset\test\Spotted-Dove\Spotted-Dove-0.png,Spotted-Dove
data\spectrogram_dataset\test\Spotted-Dove\Spotted-Dove-1.png,Spotted-Dove
data\spectrogram_dataset\test\Spotted-Dove\Spotted-Dove-10.png,Spotted-Dove
data\spectrogram_dataset\test\Spotted-Dove\Spotted-Dove-11.png,Spotted-Dove
data\spectrogram_dataset\test\Spotted-Dove\Spotted-Dove-12.png,Spotted-Dove
data\spectrogram_dataset\test\Spotted-Dove\Spotted-Dove-13.png,Spotted-Dove
data\spectrogram_dataset\test\Spotted-Dove\Spotted-Dove-14.png,Spotted-Dove
data\spectrogram_dataset\test\Spotted-Dove\Spotted-Dove-15.png,Spotted-Dove
data\spectrogram_dataset\test\Spotted-Dove\Spotted-Dove-16.png,Spotted-Dove
data\spectrogram_dataset\test\Spotted-Dove\Spotted-Dove-17.png,Spotted-Dove
data\spectrogram_dataset\test\Spotted-Dove\Spotted-Dove-18.png,Spotted-Dove
data\spectrogram_dataset\test\Spotted-Dove\Spotted-Dove-19.png,Spotted-Dove
data\spectrogram_dataset\test\Spotted-Dove\Spotted-Dove-2.png,Spotted-Dove
data\spectrogram_dataset\test\Spotted-Dove\Spotted-Dove-20.png,Spotted-Dove
data\spectrogram_dataset\test\Spotted-Dove\Spotted-Dove-21.png,Spotted-Dove
data\spectrogram_dataset\test\Spotted-Dove\Spotted-Dove-22.png,Spotted-Dove
data\spectrogram_dataset\test\Spotted-Dove\Spotted-Dove-23.png,Spotted-Dove
data\spectrogram_dataset\test\Spotted-Dove\Spotted-Dove-24.png,Spotted-Dove
data\spectrogram_dataset\test\Spotted-Dove\Spotted-Dove-25.png,Spotted-Dove
data\spectrogram_dataset\test\Spotted-Dove\Spotted-Dove-26.png,Spotted-Dove
data\spectrogram_dataset\test\Spotted-Dove\Spotted-Dove-27.png,Spotted-Dove
data\spectrogram_dataset\test\Spotted-Dove\Spotted-Dove-28.png,Spotted-Dove
data\spectrogram_dataset\test\Spotted-Dove\Spotted-Dove-29.png,Spotted-Dove
data\spectrogram_dataset\test\Spotted-Dove\Spotted-Dove-3.png,Spotted-Dove
data\spectrogram_dataset\test\Spotted-Dove\Spotted-Dove-30.png,Spotted-Dove
data\spectrogram_dataset\test\Spotted-Dove\Spotted-Dove-31.png,Spotted-Dove
data\spectrogram_dataset\test\Spotted-Dove\Spotted-Dove-32.png,Spotted-Dove
data\spectrogram_dataset\test\Spotted-Dove\Spotted-Dove-33.png,Spotted-Dove
data\spectrogram_dataset\test\Spotted-Dove\Spotted-Dove-34.png,Spotted-Dove
data\spectrogram_dataset\test\Spotted-Dove\Spotted-Dove-35.png,Spotted-Dove
data\spectrogram_dataset\test\Spotted-Dove\Spotted-Dove-36.png,Spotted-Dove
data\spectrogram_dataset\test\Spotted-Dove\Spotted-Dove-37.png,Spotted-Dove
data\spectrogram_dataset\test\Spotted-Dove\Spotted-Dove-38.png,Spotted-Dove
data\spectrogram_dataset\test\Spotted-Dove\Spotted-Dove-39.png,Spotted-Dove
data\spectrogram_dataset\test\Spotted-Dove\Spotted-Dove-4.png,Spotted-Dove
data\spectrogram_dataset\test\Spotted-Dove\Spotted-Dove-40.png,Spotted-Dove
data\spectrogram_dataset\test\Spotted-Dove\Spotted-Dove-5.png,Spotted-Dove
data\spectrogram_dataset\test\Spotted-Dove\Spotted-Dove-6.png,Spotted-Dove
data\spectrogram_dataset\test\Spotted-Dove\Spotted-Dove-7.png,Spotted-Dove
data\spectrogram_dataset\test\Spotted-Dove\Spotted-Dove-8.png,Spotted-Dove
data\spectrogram_dataset\test\Spotted-Dove\Spotted-Dove-9.png,Spotted-Dove
data\spectrogram_dataset\test\Steppe-Eagle\Steppe-Eagle-0.png,Steppe-Eagle
data\spectrogram_dataset\test\Steppe-Eagle\Steppe-Eagle-1.png,Steppe-Eagle
data\spectrogram_dataset\test\Swamp-Francolin\Swamp-Francolin-0.png,Swamp-Francolin
data\spectrogram_dataset\test\Swamp-Francolin\Swamp-Francolin-1.png,Swamp-Francolin
data\spectrogram_dataset\test\Swamp-Francolin\Swamp-Francolin-2.png,Swamp-Francolin
data\spectrogram_dataset\test\Swamp-Francolin\Swamp-Francolin-3.png,Swamp-Francolin
data\spectrogram_dataset\test\Swamp-Grass-babbler\Swamp-Grass-babbler-0.png,Swamp-Grass-babbler
data\spectrogram_dataset\test\Swamp-Grass-babbler\Swamp-Grass-babbler-1.png,Swamp-Grass-babbler
data\spectrogram_dataset\test\Swamp-Grass-babbler\Swamp-Grass-babbler-2.png,Swamp-Grass-babbler
data\spectrogram_dataset\test\Swamp-Grass-babbler\Swamp-Grass-babbler-3.png,Swamp-Grass-babbler
data\spectrogram_dataset\test\White-throated-Bushchat\White-throated-Bushchat-0.png,White-throated-Bushchat
data\spectrogram_dataset\test\White-throated-Bushchat\White-throated-Bushchat-1.png,White-throated-Bushchat
data\spectrogram_dataset\test\Wood-Snipe\Wood-Snipe-0.png,Wood-Snipe
data\spectrogram_dataset\test\Wood-Snipe\Wood-Snipe-1.png,Wood-Snipe
data\spectrogram_dataset\test\Wood-Snipe\Wood-Snipe-2.png,Wood-Snipe
data\spectrogram_dataset\test\Wood-Snipe\Wood-Snipe-3.png,Wood-Snipe
