Filepath,Bird-Species
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-12.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-120.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-121.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-122.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-123.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-124.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-125.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-126.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-127.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-128.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-129.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-13.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-130.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-131.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-132.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-133.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-134.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-135.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-136.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-137.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-138.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-139.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-14.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-140.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-141.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-142.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-143.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-144.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-145.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-146.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-147.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-148.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-149.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-15.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-150.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-151.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-152.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-153.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-154.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-155.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-156.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-157.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-158.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-159.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-16.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-160.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-161.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-162.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-163.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-164.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-165.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-166.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-167.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-168.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-169.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-17.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-170.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-171.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-172.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-173.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-174.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-175.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-176.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-177.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-178.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-179.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-18.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-180.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-181.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-182.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-183.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-184.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-185.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-186.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-187.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-188.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-189.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-19.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-190.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-191.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-192.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-193.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-194.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-195.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-196.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-197.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-198.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-199.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-2.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-20.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-200.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-201.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-202.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-203.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-204.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-205.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-206.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-207.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-208.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-209.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-21.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-210.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-211.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-212.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-213.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-214.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-215.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-216.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-217.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-218.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-219.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-22.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-220.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-221.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-222.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-223.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-224.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-225.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-226.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-227.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-228.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-229.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-23.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-230.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-231.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-232.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-233.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-234.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-235.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-236.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-237.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-238.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-239.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-24.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-240.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-241.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-242.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-243.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-244.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-245.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-246.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-247.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-248.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-249.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-25.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-250.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-251.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-252.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-253.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-254.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-255.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-256.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-257.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-258.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-259.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-26.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-260.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-261.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-262.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-263.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-264.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-265.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-266.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-27.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-28.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-29.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-3.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-30.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-31.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-32.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-33.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-34.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-35.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-36.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-37.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-38.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-39.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-4.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-40.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-41.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-42.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-43.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-44.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-45.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-46.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-47.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-48.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-49.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-5.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-50.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-51.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-52.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-53.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-54.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-55.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-56.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-57.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-58.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-59.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-6.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-60.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-61.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-62.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-63.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-64.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-65.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-66.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-67.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-68.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-69.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-7.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-70.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-71.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-72.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-73.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-74.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-75.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-76.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-77.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-78.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-79.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-8.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-80.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-81.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-82.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-83.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-84.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-85.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-86.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-87.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-88.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-89.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-9.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-90.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-91.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-92.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-93.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-94.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-95.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-96.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-97.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-98.png,Grey-Treepie
data\spectrogram_dataset\train\Grey-Treepie\Grey-Treepie-99.png,Grey-Treepie
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-0.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-1.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-10.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-11.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-12.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-13.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-14.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-15.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-16.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-17.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-18.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-19.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-2.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-20.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-21.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-22.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-23.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-24.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-25.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-26.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-27.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-28.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-29.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-3.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-30.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-31.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-32.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-33.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-34.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-35.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-36.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-37.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-38.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-39.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-4.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-40.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-41.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-42.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-43.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-44.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-45.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-46.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-47.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-48.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-49.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-5.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-50.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-51.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-52.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-53.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-54.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-55.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-56.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-57.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-58.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-59.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-6.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-60.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-61.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-62.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-63.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-64.png,Himalayan-Monal
data\spectrogram_dataset\train\Himalayan-Monal\Himalayan-Monal-65.png,Himalayan-Monal
